id,name,description,era,categories,tags,visual_elements,color_palette,mood_keywords,related_aesthetics,media_examples,reference example images,origin,category
310,Fairy Grunge,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Fairy Grunge aesthetic.",1980s,visual_art,"fantasy,futuristic,bright,vintage,rural","sleek designs,metallic surfaces,LED lighting,geometric shapes,antique objects,retro designs,aged textures","sage green,neon pink,hot pink,electric blue,neon purple,bright red","innovative,progressive,futuristic",,,/aesthetic_images/grunge/grunge_1.jpeg;/aesthetic_images/grunge/grunge_2.jpg;/aesthetic_images/grunge/grunge_3.jpg,,
311,Fairy Kei,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Fairy Kei aesthetic.",1920s,subculture,"pastel,bright,cute","soft colors,gentle gradients,light tones","pastel pink,hot pink,electric blue,pastel blue,lavender,bright red","cute,endearing,charming",,,,,
312,Fairycore,"A core aesthetic centered around fairy themes, emphasizing specific visual and cultural elements that define this particular aesthetic movement.",1930s,internet_culture,"fantasy,vintage","digital interfaces,screen aesthetics,online imagery,memes,social media visuals,antique objects,retro designs,aged textures","cream,dusty rose,sage green,sepia",,"Softcore,Cottagecore,Fairycore,Darkcore,Internetcore",,/aesthetic_images/fairycore/fairycore_1.jpeg;/aesthetic_images/fairycore/fairycore_2.jpg;/aesthetic_images/fairycore/fairycore_3.jpg,,
313,Fairytale,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Fairytale aesthetic.",1980s,internet_culture,"bright,elegant,nostalgic,atmospheric","digital interfaces,screen aesthetics,online imagery,memes,social media visuals,refined details,luxurious materials,sophisticated compositions","neon pink,hot pink,electric blue,bright red,neon green,lime green","sophisticated,wistful,evocative,sentimental,atmospheric","Internetcore,Webcore,Cybercore,Glitchcore",,,,
314,Fanfare,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Fanfare aesthetic.",pre-1900s,music,"rural,futuristic","album covers,concert visuals,music videos,band imagery,sound equipment,sleek designs,metallic surfaces,LED lighting","electric blue,metallic silver,neon purple,white","innovative,progressive,futuristic",,,,,
315,FantasY2K,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the FantasY2K aesthetic.",2000s,visual_art,"dark,nostalgic,digital","shadows,low lighting,dramatic contrasts","charcoal,hot pink,electric blue,dark gray,black,lime green","brooding,wistful,sentimental,intense,nostalgic",,,/aesthetic_images/y2k/y2k_1.jpg;/aesthetic_images/y2k/y2k_2.jpg;/aesthetic_images/y2k/y2k_3.jpg,,
316,Fantasy Astronomy,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Fantasy Astronomy aesthetic.",1940s,fashion,"grungy,retro,atmospheric","clothing styles,accessories,textiles,patterns,silhouettes",,"evocative,atmospheric,immersive,grungy,authentic",,,,,
317,Fantasy,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Fantasy aesthetic.",pre-1900s,fashion,"vibrant,urban,natural","clothing styles,accessories,textiles,patterns,silhouettes,city landscapes,street art,concrete structures","earth brown,sunset orange,asphalt black,concrete gray,brick red,forest green","energetic,vibrant,lively",,,,,
318,Farmer's Daughter,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Farmer's Daughter aesthetic.",1940s,subculture,"grungy,dark,modern,futuristic,edgy","shadows,low lighting,dramatic contrasts,sleek designs,metallic surfaces,LED lighting,geometric shapes","charcoal,electric blue,neon purple,dark gray,white,black","brooding,intense,progressive,rebellious,innovative",,,,,
319,Fashioncore,"A core aesthetic centered around fashion themes, emphasizing specific visual and cultural elements that define this particular aesthetic movement.",1940s,architecture,"grungy,fantasy,futuristic,atmospheric,natural","building designs,structural elements,interior spaces,architectural details,sleek designs,metallic surfaces,LED lighting,geometric shapes","earth brown,sunset orange,forest green,electric blue,neon purple,white","evocative,progressive,atmospheric,innovative,grungy","Softcore,Cottagecore,Fairycore,Darkcore",,,,
320,Fauvism,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Fauvism aesthetic.",1920s,architecture,"natural,vibrant","building designs,structural elements,interior spaces,architectural details,organic forms,plant life,natural textures,earth tones","earth brown,sunset orange,black,deep red,pearl white,forest green","energetic,vibrant,lively",,,,,
321,Female Protagonist,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Female Protagonist aesthetic.",2000s,fashion,"vintage,modern","clothing styles,accessories,textiles,patterns,silhouettes,antique objects,retro designs,aged textures","sage green,metallic silver,hot pink,electric blue,sepia,lime green",,,,,,
322,Femboy,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Femboy aesthetic.",pre-1900s,historical,"pastel,vibrant,modern,cute","soft colors,gentle gradients,light tones","lavender,pastel blue,pastel pink,pastel yellow","endearing,charming,energetic,cute,vibrant",,,,,
323,Femcel Weeaboo,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Femcel Weeaboo aesthetic.",1960s,fashion,"atmospheric,cute","clothing styles,accessories,textiles,patterns,silhouettes",,"evocative,endearing,charming,atmospheric,cute",,,,,
324,Femme Fatale,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Femme Fatale aesthetic.",1980s,fashion,"rural,grungy,vintage","clothing styles,accessories,textiles,patterns,silhouettes,antique objects,retro designs,aged textures","neon pink,sage green,electric blue,sepia,lime green,bright purple","grungy,authentic,raw",,,,,
325,Feísmo,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Feísmo aesthetic.",2020s,music,"dark,digital","album covers,concert visuals,music videos,band imagery,sound equipment,shadows,low lighting,dramatic contrasts","charcoal,black,deep purple,dark gray","brooding,intense,mysterious",,,,,
326,Fieldcore,"A core aesthetic centered around field themes, emphasizing specific visual and cultural elements that define this particular aesthetic movement.",1940s,subculture,"atmospheric,cute,nostalgic,edgy,elegant","refined details,luxurious materials,sophisticated compositions",,"sophisticated,evocative,wistful,sentimental,rebellious","Softcore,Cottagecore,Fairycore,Darkcore",,/aesthetic_images/fieldcore/fieldcore_1.jpg;/aesthetic_images/fieldcore/fieldcore_2.jpg;/aesthetic_images/fieldcore/fieldcore_3.jpg,,
327,Figuration Narrative,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Figuration Narrative aesthetic.",1900s,music,"retro,elegant,pastel,modern","album covers,concert visuals,music videos,band imagery,sound equipment,refined details,luxurious materials,sophisticated compositions","lavender,pastel blue,pastel pink,pastel yellow","sophisticated,refined,elegant",,,,,
328,Film Noir,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Film Noir aesthetic.",1950s,fashion,"retro,bright","clothing styles,accessories,textiles,patterns,silhouettes","mint green,hot pink,pink,electric blue,turquoise,bright red",,,,/aesthetic_images/Film Noir/Film Noir_1.jpg; /aesthetic_images/Film Noir/Film Noir_2.jpg; /aesthetic_images/Film Noir/Film Noir_3.webp,,
329,Flamenco,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Flamenco aesthetic.",1920s,film,"modern,elegant,nostalgic","cinematography,set designs,costume design,lighting,visual effects,refined details,luxurious materials,sophisticated compositions","pearl white,black,deep red,gold","sophisticated,wistful,sentimental,nostalgic,refined",,,,,
330,Flapper,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Flapper aesthetic.",pre-1900s,film,"vibrant,pastel,digital","cinematography,set designs,costume design,lighting,visual effects,soft colors,gentle gradients,light tones","lavender,pastel blue,pastel pink,pastel yellow","energetic,vibrant,lively",,,/aesthetic_images/Flapper/Flapper_1.jpg; /aesthetic_images/Flapper/Flapper_2.jpg; /aesthetic_images/Flapper/Flapper_3.webp,,
331,Flat Design,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Flat Design aesthetic.",1900s,visual_art,"minimalist,vibrant,digital,bright","clean lines,simple forms,negative space,geometric shapes","electric blue,hot pink,neon green,bright red","serene,clean,minimalist,energetic,vibrant",,,,,
332,Flogger,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Flogger aesthetic.",1960s,interior_design,"nostalgic,retro,pastel","soft colors,gentle gradients,light tones","lavender,pastel blue,pastel pink,pastel yellow","sentimental,nostalgic,wistful",,,,,
333,Flop TikTok,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Flop TikTok aesthetic.",2020s,interior_design,"retro,vibrant,nostalgic",,,"wistful,sentimental,energetic,nostalgic,vibrant",,,,,
334,Floral Academia,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Floral Academia aesthetic.",1970s,interior_design,"bright,digital",,"electric blue,hot pink,neon green,bright red",,,,,,
335,Folk Punk,"A punk-influenced aesthetic that combines folk elements with rebellious, alternative cultural themes and visual styles.",1920s,internet_culture,"retro,natural,rural","digital interfaces,screen aesthetics,online imagery,memes,social media visuals,organic forms,plant life,natural textures","earth brown,sunset orange,black,deep red,pearl white,forest green",,"Solarpunk,Steampunk,Internetcore,Webcore,Cybercore",,/aesthetic_images/punk/punk_1.jpg;/aesthetic_images/punk/punk_2.jpg;/aesthetic_images/punk/punk_3.jpg,,
336,Foodie,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Foodie aesthetic.",1900s,interior_design,"rural,modern",,,,,,,,
337,Forestpunk,"A punk-influenced aesthetic that combines forest elements with rebellious, alternative cultural themes and visual styles.",2000s,film,"vintage,urban,edgy,minimalist","cinematography,set designs,costume design,lighting,visual effects,antique objects,retro designs,aged textures","sage green,metallic silver,hot pink,asphalt black,concrete gray,electric blue","serene,clean,rebellious,minimalist,bold","Steampunk,Solarpunk,Cyberpunk,Dieselpunk",,/aesthetic_images/Forestpunk/Forestpunk_1.jpg; /aesthetic_images/Forestpunk/Forestpunk_2.jpg; /aesthetic_images/Forestpunk/Forestpunk_3.webp,,
